,brand,model,model_year,milage,fuel_type,engine,transmission,accident,price
2190,Ford,F-350 Lariat Crew Cab Super Duty DRW,2005,176691,1,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,1,13000
2192,Mercedes-Benz,CLS-Class CLS 550,2014,34600,0,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,27500
2193,RAM,2500 SLT,2014,84500,0,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,A/T,0,34000
2194,Kia,Sorento Hybrid EX,2022,36100,2,227.0HP 1.6L 4 Cylinder Engine Gas/Electric Hybrid,6-Speed A/T,0,37500
2195,Hyundai,Genesis 3.8,2015,92225,0,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,1,17000
2196,Jeep,Compass Latitude,2020,17500,0,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,25695
2197,Ford,Fusion SE,2011,114323,0,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,6000
2198,Toyota,FJ Cruiser Base,2014,92000,0,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,27500
2199,BMW,430 Gran Coupe i xDrive,2018,29025,0,2.0 Liter DOHC T/C,Automatic,0,29998
2200,Dodge,Durango SRT 392,2021,17000,0,475.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,65000
2201,Hyundai,Santa Fe GLS,2015,96476,0,290.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,13000
2202,Volkswagen,Atlas 3.6L SEL Premium,2021,36311,0,3.6L V6 24V GDI DOHC,8-Speed Automatic,0,39127
2203,Land,Rover Range Rover Sport 5.0L Supercharged Dynamic,2016,56842,0,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,35000
2204,Nissan,Murano SV,2021,23677,0,3.5L V6 24V MPFI DOHC,Automatic CVT,0,29510
2205,Buick,Envision Essence,2020,27340,0,2.5L I4 16V GDI DOHC,6-Speed Automatic,0,31700
2206,Chevrolet,Silverado 1500 RST,2020,26177,0,5.3L V8 16V GDI OHV,Automatic,0,41986
2207,Pontiac,Solstice GXP,2009,122348,0,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,1,10000
2208,BMW,640 Gran Coupe i xDrive,2015,98000,0,315.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,22500
2210,MINI,Countryman Cooper S,2019,18997,0,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,26750
2211,Porsche,Boxster GTS,2016,40350,0,330.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,67995
2212,Ford,Expedition EL King Ranch,2011,156856,3,310.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,0,14300
2214,BMW,X5 M Base,2017,61773,0,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,46000
2215,Ford,Mustang GT Premium,2011,74500,0,412.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,22000
2216,Jeep,Compass Sport,2016,99000,0,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,5000
2217,INFINITI,G37 Sport,2008,63496,0,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,15000
2218,Ford,F-150 XLT,2022,18465,0,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,0,47500
2219,Porsche,911 Carrera 4S,2007,42635,0,355.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,72995
2220,INFINITI,G35 Base,2005,99000,0,298.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,18900
2221,Chrysler,300C Base,2013,87500,0,292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,13750
2222,Toyota,Camry Solara SLE,2007,138000,0,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,6800
2223,Lexus,IS 300 Base,2018,70891,0,260.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,28995
2224,Buick,Enclave Essence,2020,55403,0,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,1,29444
2225,BMW,M4 Competition xDrive,2022,3213,0,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,89995
2226,Pontiac,GTO Base,2005,142314,0,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,21999
2227,Toyota,FJ Cruiser Base,2013,53000,0,260.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,36740
2228,Hyundai,Elantra SE,2014,120250,0,145.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,0,7500
2229,Porsche,Macan S,2015,72329,0,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,29500
2230,Hummer,H3 Base,2007,153692,0,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,9995
2232,Ford,Transit-350 Base,2018,235000,0,275.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,A/T,0,18000
2234,Audi,S4 3.0 Prestige,2012,98400,0,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,18000
2235,Toyota,4Runner SR5 Premium,2023,1400,0,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,46500
2237,Ford,F-250 Base,1997,92800,0,210.0HP 5.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,9000
2239,Subaru,Legacy 2.5 GT spec.B,2008,94000,0,243.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,12500
2240,Mercedes-Benz,E-Class E 350,2014,67350,0,302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,18700
2241,BMW,M3 Base,2001,66500,0,333.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,21000
2242,Mercedes-Benz,C-Class C 250 Sport,2014,70612,0,201.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,14500
2243,Toyota,Sienna XLE Limited,2007,112630,0,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,1,11500
2244,Dodge,Avenger SE,2014,124705,3,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,0,6499
2245,BMW,M240 i,2018,61000,0,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,1,34000
2246,RAM,3500 SLT,2017,157272,1,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,1,32999
2247,Mercedes-Benz,GL-Class GL 450 4MATIC,2015,84000,0,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,20399
2248,Jeep,Gladiator Rubicon,2020,27981,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,0,47500
2249,Bentley,Continental GT Base,2009,18000,0,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,0,63000
2251,Chevrolet,Corvette Stingray w/2LT,2021,3053,0,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,83900
2252,Audi,Q5 3.0T Premium Plus,2015,60251,0,272.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,1,19000
2253,Mazda,MX-5 Miata Club,2021,5093,0,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,28000
2255,Mercedes-Benz,S-Class S500,2005,175722,0,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,0,7000
2256,BMW,M6 Base,2015,17900,0,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,59900
2257,GMC,Yukon SLT,2015,142792,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,22999
2258,BMW,750 iL,2001,53814,0,326.0HP 5.4L 12 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,11800
2259,Toyota,Tundra Limited,2010,89400,0,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,0,26900
2260,Chrysler,300C Base,2007,86000,0,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,15000
2261,smart,ForTwo Pure,2008,61595,0,70.0HP 1.0L 3 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,5000
2262,Toyota,Tundra SR,2018,74000,3,381.0HP 5.7L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,1,38000
2263,Hummer,H2 Base,2004,130000,0,316.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,1,16500
2264,BMW,ALPINA B7 Base,2015,86000,0,540.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,29000
2265,Land,Rover Range Rover Sport Supercharged,2008,140600,0,390.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,7500
2266,Audi,A4 2.0T Tech Premium,2018,27532,0,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,27900
2267,Ford,Focus SE,2017,91000,3,160.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,6-Speed A/T,0,12500
2268,Mercedes-Benz,E-Class E 550 4MATIC,2014,63000,0,402.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,28500
2269,Jeep,Wrangler Unlimited 4xe Sahara,2022,10500,4,375.0HP 2.0L 4 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,0,49999
2270,Mercedes-Benz,M-Class ML 350 4MATIC,2014,75073,3,302.0HP 3.5L V6 Cylinder Engine Flex Fuel Capability,7-Speed A/T,0,21500
2271,Jeep,Wrangler Sahara,2008,140000,0,202.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,1,9000
2272,Mercedes-Benz,A-Class A 220 4MATIC,2019,30300,0,188.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,30500
2273,Chevrolet,Malibu 1LT,2009,139000,0,169.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,0,4200
2274,Hummer,H3 Base,2006,118000,0,220.0HP 3.5L 5 Cylinder Engine Gasoline Fuel,A/T,0,17900
2275,BMW,i8 Base,2015,51000,4,357.0HP 1.5L 3 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,0,53000
2276,Cadillac,XLR Base,2009,69423,0,320.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,0,36500
2277,Lincoln,MKZ Select,2017,52284,0,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,12500
2278,Chevrolet,Silverado 1500 W/T,2006,111228,0,195.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,1,4000
2279,Land,Rover Range Rover Sport HSE,2019,52300,0,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,49900
2280,Nissan,Titan SL,2021,95993,0,5.6L V8 32V GDI DOHC,9-Speed Automatic,0,32612
2281,Kia,Telluride SX,2022,26716,0,"LAMBDA II 3.8L V-6 gasoline direct injection, DOHC, D-CVVT varia",Automatic,0,47541
2282,Chevrolet,Tahoe RST,2023,39517,0,5.3L V8 16V GDI OHV,10-Speed Automatic,1,67190
2283,Ford,Mustang GT Premium,2019,31600,0,460.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,41000
2284,BMW,330 i,2017,83298,0,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,18300
2285,Land,Rover Range Rover Sport 3.0L Supercharged HSE,2017,95212,0,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,31599
2286,Porsche,911 Carrera,2010,61600,0,345.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,51750
2287,INFINITI,QX56 Base,2011,130921,0,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,0,12000
2288,RAM,2500 Tradesman,2020,41000,0,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,45515
2289,BMW,840 i xDrive,2024,1500,0,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,0,90000
2290,MINI,Clubman Cooper S ALL4,2017,79950,0,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,17390
2291,Cadillac,Escalade ESV Premium Luxury Platinum,2021,31500,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,0,95000
2293,RAM,2500 Big Horn,2021,45867,0,6.4L V8 16V MPFI OHV,Automatic,0,43449
2294,Porsche,911 Carrera 4,2014,22700,0,350.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,1,85500
2295,Bentley,Continental GT Base,2009,43000,0,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,0,48500
2296,Toyota,Tundra SR5,2015,99000,0,310.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,27000
2297,Toyota,4Runner SR5,2006,135000,0,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,16900
2298,Cadillac,CTS 2.0L Turbo Luxury,2019,46000,0,265.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,29000
2299,Ford,Focus SE,2014,79615,0,2.0L I4 16V GDI DOHC,6-Speed Automatic with Auto-Shift,0,10995
2300,BMW,M5 Base,2021,13250,0,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,0,86900
2301,Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,41200,0,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,60500
2302,Cadillac,Escalade ESV Luxury,2016,116500,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,30500
2304,Chevrolet,Corvette Z06,2018,24059,0,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,87150
2305,Audi,Q5 2.0T Premium Plus,2015,118500,3,220.0HP 2.0L 4 Cylinder Engine Flex Fuel Capability,A/T,1,15400
2307,Maserati,Ghibli S Q4,2018,20000,0,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,0,43000
2308,BMW,228 Gran Coupe i xDrive,2020,10426,0,2.0 Liter Turbo,Automatic,0,30798
2309,Ford,Expedition Limited,2023,9500,0,400.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,1,63500
2310,Nissan,Frontier SE Crew Cab,2006,134000,0,265.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,A/T,1,8500
2311,Subaru,BRZ Limited,2022,10500,0,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,32500
2312,Chevrolet,Malibu LT,2018,53100,0,160.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,17500
2313,Ford,Focus SEL,2017,80134,3,2.0L I4 16V GDI DOHC Flexible Fuel,6-Speed Automatic with Auto-Shift,0,13895
2314,Nissan,Rogue Sport S,2021,24000,0,141.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,0,25500
2315,Volvo,C70 T5,2006,61000,0,218.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,10299
2316,Lincoln,Nautilus Reserve,2021,19700,0,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,0,48000
2317,Mercedes-Benz,AMG GT Base,2018,28182,0,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,84500
2318,Ford,Mustang EcoBoost Premium,2017,59500,0,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,1,21000
2319,Ford,Ranger XLT,1999,115402,3,152.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,A/T,0,8000
2320,GMC,Yukon SLT,2018,85500,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,1,35899
2321,RAM,2500 Big Horn,2020,51000,0,410.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,44900
2323,Lexus,ES 350 Base,2011,132000,0,272.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,9999
2324,Jeep,Wrangler Rubicon Hard Rock,2016,67882,0,3.6 Liter,Automatic,0,32798
2325,Volvo,XC90 T6 Momentum,2018,62000,0,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,30500
2327,BMW,M6 Gran Coupe Base,2017,27965,0,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,58000
2328,Cadillac,Escalade ESV Platinum Edition,2013,119000,3,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,0,20500
2329,BMW,X5 xDrive35i,2018,48000,0,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,32000
2330,BMW,X5 xDrive40i,2020,5541,0,3.0 Liter Turbo,Automatic,0,56598
2331,Mitsubishi,Outlander SEL,2018,29000,0,166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,0,19500
2332,Dodge,Ram 1500 ST,2010,131100,3,310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability,A/T,1,12995
2333,Subaru,Impreza 2.0i,2015,102242,0,"2L H-4 DOHC, variable valve control, regular unleaded, engine wi",Manual,1,11498
2334,Mercedes-Benz,Maybach S S 600,2016,18069,0,523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,79999
2335,Kia,Sportage LX,2023,13000,0,187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,0,31900
2336,Porsche,911 Turbo Cabriolet,2008,51000,0,480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,69500
2337,Hummer,H3 Base,2007,137333,0,242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel,4-Speed A/T,1,10000
2338,Buick,LaCrosse Leather,2014,125559,0,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,1,11200
2339,Chevrolet,Silverado 1500 High Country,2020,88161,0,6.2L V8 16V GDI OHV,Automatic,1,48889
2340,Toyota,4Runner SR5,2016,101900,0,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,0,29000
2341,Cadillac,Escalade ESV Luxury,2015,159500,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,18800
2342,Subaru,Legacy 2.5i Premium,2015,68860,0,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,1,15000
2344,Ford,Expedition EL XLT,2017,182000,0,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,1,16500
2346,Ford,Expedition EL Limited,2017,81000,0,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,27000
2347,Chevrolet,Silverado 1500 LTZ,2021,62257,0,5.3L V8 16V GDI OHV,8-Speed Automatic,0,42590
2348,BMW,X5 xDrive40e,2016,91798,2,Electric,Automatic,0,22998
2349,BMW,335 is,2011,82000,0,320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,1,20000
2350,Ford,F-150 XLT,2012,207100,0,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,1,15000
2352,Porsche,Panamera Edition,2016,77945,0,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,1,30000
2353,Kia,Sorento Plug-In Hybrid SX,2022,15583,2,1.6L I4 16V GDI DOHC Turbo Hybrid,6-Speed Automatic,0,40599
2354,BMW,M240 i,2017,37100,0,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,26125
2355,Maserati,Quattroporte Base,2006,51000,0,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,1,18000
2356,Ford,F-150 XLT,2017,94000,0,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,26000
2357,Land,Rover Discovery S,2003,121886,0,217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,1,6000
2358,Ford,F-250 XLT Crew Cab Super Duty,2008,157500,0,300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,1,15000
2359,Ford,Taurus SHO,2014,138415,0,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,1,15500
2360,Land,Rover Range Rover Sport HSE,2012,110000,0,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,0,10200
2362,GMC,Sierra 1500 SLT,2021,12941,0,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,1,51500
2363,BMW,335 i xDrive,2009,69764,0,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,19500
2364,Porsche,911 Carrera 4S,2003,90000,0,315.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,24000
2365,Audi,Q5 S line Premium,2022,8193,2,2.0 Liter TFSI,Automatic,0,42598
2366,Lexus,RX 350 F Sport Performance,2020,43277,0,3.5L V6 24V PDI DOHC,8-Speed Automatic,0,43599
2367,Audi,S4 3.0T Premium Plus,2018,26500,0,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,38000
2368,Chevrolet,Silverado 1500 LT,2019,36021,0,2.7L I4 16V GDI DOHC Turbo,Automatic,0,35670
2369,Chevrolet,Colorado Z71,2019,25462,0,3.6L V6 24V GDI DOHC,Automatic,0,36139
2370,Audi,A5 2.0T Prestige,2018,35850,0,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,33000
2371,Mazda,Mazda3 s Sport,2008,77700,0,156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,0,6300
2372,Jaguar,E-PACE 300 Sport,2021,23600,2,296.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,0,42999
2374,Toyota,Celica GT,2001,122000,0,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,0,7800
2375,Ford,Excursion Limited 4WD,2003,245000,1,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,A/T,1,17999
2377,Subaru,WRX STI Base,2016,84100,0,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,M/T,0,34000
2378,Audi,A6 45 Premium Plus,2021,33000,2,248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,0,40000
2381,Acura,RDX PMC Edition,2021,44457,0,2.0 Liter Turbo,2,0,40598
2382,Audi,S4 3.0T Premium Plus,2013,139355,0,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,20900
2383,Lotus,Evora Base,2010,9100,0,276.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,55000
2384,Mercedes-Benz,S-Class S 560 4MATIC,2019,10500,0,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,77900
2385,Chevrolet,Silverado 1500 RST,2023,5006,0,5.3L V8 16V GDI OHV,10-Speed Automatic,0,59590
2386,Hyundai,Genesis Coupe 2.0T R-Spec,2013,55000,0,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,0,18000
2387,BMW,M3 Competition,2021,33500,0,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,71000
2388,BMW,435 i,2014,126500,0,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,0,15000
2389,Land,Rover Range Rover Evoque HSE Dynamic,2016,79000,0,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,0,24000
2391,RAM,3500 Tradesman,2021,57000,1,400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,0,52000
2392,BMW,X5 xDrive40i,2020,4880,0,3.0 Liter Turbo,Automatic,0,57998
2394,Mercedes-Benz,SL-Class SL500 Roadster,2005,127000,0,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,0,14000
2395,Lexus,SC 430 Base,2002,89500,0,300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel,A/T,0,15999
2396,Chevrolet,Silverado 1500 Base,2000,97000,0,200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,0,27500
2397,Buick,Enclave Avenir,2021,31181,0,3.6L V6 24V GDI DOHC,9-Speed Automatic,1,42442
2398,Lexus,NX 300h Base,2020,16425,2,2.5L I4 16V MPFI DOHC Hybrid,Automatic CVT,1,33200
2399,Lexus,RX 350 RX 350 F SPORT Handling,2022,11238,0,3.5 Liter DOHC,Automatic,0,54798
2400,Chevrolet,Avalanche 1500 LS,2005,97146,3,295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,Transmission Overdrive Switch,1,7999
2401,Mercedes-Benz,SL-Class SL400,2015,36670,0,3.0 Liter,Automatic,0,39998
2402,Chevrolet,Suburban Premier,2019,44800,0,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,52500
2403,Ford,Transit-350 Base,2015,150000,0,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,1,17100
2404,INFINITI,QX60 Luxe,2020,38400,0,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,0,32100
2405,Bentley,Continental GTC Base,2008,7960,0,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,6-Speed A/T,0,81500
2406,Nissan,350Z Enthusiast,2007,117000,0,306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,1,9975
2409,Nissan,Altima 2.5 SL,2012,91545,0,175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,0,8999
2410,Land,Rover Range Rover 5.0L Supercharged,2015,110000,3,510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,A/T,1,26499
2411,BMW,X5 xDrive35i,2017,105100,0,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,23300
2412,INFINITI,QX56 Base,2012,110000,0,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,15600
2413,Ford,F-150 XLT,2019,81778,0,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,0,32769
2414,Lexus,RX 450h Base,2010,168422,2,245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,1,10900
2415,Maserati,Ghibli S Q4 GranSport,2018,80500,0,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,0,34900
2416,Volvo,XC90 T6 Momentum,2018,81200,0,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,1,28825
2418,Jeep,Wrangler Unlimited Rubicon,2017,20172,0,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,0,47500
2419,Hummer,H2 Base,2005,145000,0,325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,0,22500
